,cos_scores,sorted_snippets
6641,"tensor([0.0995, 0.3595, 0.2876, 0.2248, 0.2669, 0.0844, 0.4830, 0.8691])","tensor([7, 6, 1, 2, 4, 3, 0, 5])"
6642,"tensor([ 0.0960,  0.2177,  0.2395, -0.0329,  0.8728,  0.0812,  0.1299])","tensor([4, 2, 1, 6, 0, 5, 3])"
6643,"tensor([0.4576, 0.1047, 0.1297, 0.1524, 0.0934])","tensor([0, 3, 2, 1, 4])"
6644,"tensor([0.2491, 0.7438, 0.2261, 0.1310, 0.1218])","tensor([1, 0, 2, 3, 4])"
6645,"tensor([0.2094, 0.0979, 0.1586, 0.6412, 0.0265, 0.0586])","tensor([3, 0, 2, 1, 5, 4])"
6646,"tensor([0.3028, 0.1340, 0.2818, 0.1656, 0.4038, 0.6160, 0.2131, 0.7053])","tensor([7, 5, 4, 0, 2, 6, 3, 1])"
6647,"tensor([0.2630, 0.0796, 0.2650, 0.8443, 0.2005, 0.8023, 0.3020, 0.2523, 0.3157])","tensor([3, 5, 8, 6, 2, 0, 7, 4, 1])"
6648,"tensor([0.7081, 0.1584, 0.2011, 0.1061, 0.1122])","tensor([0, 2, 1, 4, 3])"
6649,"tensor([0.3115, 0.2564, 0.4262, 0.1938, 0.2700, 0.8606, 0.1833, 0.2180, 0.2079])","tensor([5, 2, 0, 4, 1, 7, 8, 3, 6])"
6650,"tensor([ 0.3096,  0.1323,  0.1884, -0.0067,  0.0854])","tensor([0, 2, 1, 4, 3])"
6651,"tensor([0.0853, 0.7421, 0.0482, 0.0786, 0.0455, 0.1435, 0.1406])","tensor([1, 5, 6, 0, 3, 2, 4])"
6652,"tensor([0.0738, 0.4894, 0.6934, 0.7808, 0.3517, 0.2908])","tensor([3, 2, 1, 4, 5, 0])"
6653,"tensor([0.2916, 0.0034, 0.2447, 0.4063, 0.3349, 0.1622, 0.0085, 0.0712, 0.1693])","tensor([3, 4, 0, 2, 8, 5, 7, 6, 1])"
6654,"tensor([ 0.6826,  0.4310,  0.1403,  0.2462,  0.2081, -0.0235,  0.1602])","tensor([0, 1, 3, 4, 6, 2, 5])"
6655,"tensor([0.2111, 0.3356, 0.1843, 0.1650, 0.0851, 0.0840, 0.2699, 0.5775, 0.2919])","tensor([7, 1, 8, 6, 0, 2, 3, 4, 5])"
6656,"tensor([0.1444, 0.0919, 0.1809, 0.1361, 0.3777])","tensor([4, 2, 0, 3, 1])"
6657,"tensor([0.2124, 0.2544, 0.3283, 0.1579, 0.2634, 0.2294])","tensor([2, 4, 1, 5, 0, 3])"
6658,"tensor([ 0.3914, -0.0073,  0.0745,  0.0432,  0.0864, -0.0081,  0.0874])","tensor([0, 6, 4, 2, 3, 1, 5])"
6659,"tensor([ 0.0606,  0.6793, -0.0563, -0.0023,  0.1966,  0.5566,  0.2157])","tensor([1, 5, 6, 4, 0, 3, 2])"
6660,"tensor([0.1192, 0.2215, 0.1327, 0.0685, 0.0961, 0.2081, 0.3804, 0.5800, 0.1408])","tensor([7, 6, 1, 5, 8, 2, 0, 4, 3])"
6661,"tensor([0.3437, 0.7331, 0.3504, 0.4998, 0.2350])","tensor([1, 3, 2, 0, 4])"
6662,"tensor([0.5031, 0.1267, 0.0983, 0.1141, 0.2842, 0.1557, 0.0733, 0.1153])","tensor([0, 4, 5, 1, 7, 3, 2, 6])"
6663,"tensor([0.3624, 0.3109, 0.4837, 0.2160, 0.5075])","tensor([4, 2, 0, 1, 3])"
6664,"tensor([0.2370, 0.4256, 0.4224, 0.8087, 0.1277])","tensor([3, 1, 2, 0, 4])"
6665,"tensor([0.6638, 0.2053, 0.1406, 0.3739, 0.1738, 0.1944, 0.3230, 0.6545, 0.3960])","tensor([0, 7, 8, 3, 6, 1, 5, 4, 2])"
6666,"tensor([-0.0681,  0.3159,  0.3100,  0.0390,  0.2371,  0.2096,  0.1360])","tensor([1, 2, 4, 5, 6, 3, 0])"
6667,"tensor([0.4982, 0.4618, 0.4592, 0.4414, 0.5613, 0.5129, 0.4930, 0.3575])","tensor([4, 5, 0, 6, 1, 2, 3, 7])"
6668,"tensor([0.0953, 0.2367, 0.7616, 0.2891, 0.2772, 0.1140, 0.1169])","tensor([2, 3, 4, 1, 6, 5, 0])"
6669,"tensor([ 0.2227,  0.4049,  0.4642,  0.1530,  0.0797,  0.2811,  0.0721, -0.0159])","tensor([2, 1, 5, 0, 3, 4, 6, 7])"
6670,"tensor([0.1265, 0.1445, 0.0784, 0.2504, 0.1851, 0.1265])","tensor([3, 4, 1, 0, 5, 2])"
6671,"tensor([0.4801, 0.1443, 0.1752, 0.1759, 0.1300, 0.1421])","tensor([0, 3, 2, 1, 5, 4])"
6672,"tensor([ 0.0974,  0.1725,  0.0117, -0.0008,  0.1025,  0.6161,  0.0309])","tensor([5, 1, 4, 0, 6, 2, 3])"
6673,"tensor([0.7095, 0.3163, 0.0817, 0.1014, 0.0857])","tensor([0, 1, 3, 4, 2])"
6674,"tensor([0.4440, 0.2937, 0.0967, 0.2496, 0.1741, 0.5556, 0.5563, 0.1688, 0.5452])","tensor([6, 5, 8, 0, 1, 3, 4, 7, 2])"
6675,"tensor([0.2948, 0.0911, 0.0778, 0.1307, 0.1050, 0.1472, 0.7363, 0.1829])","tensor([6, 0, 7, 5, 3, 4, 1, 2])"
6676,"tensor([0.5467, 0.4646, 0.4992, 0.1259, 0.0659, 0.1849])","tensor([0, 2, 1, 5, 3, 4])"
6677,"tensor([ 0.0876,  0.4081,  0.4861,  0.8899,  0.1498, -0.0173,  0.1353])","tensor([3, 2, 1, 4, 6, 0, 5])"
6678,"tensor([0.2222, 0.5779, 0.3701, 0.3034, 0.4358])","tensor([1, 4, 2, 3, 0])"
6679,"tensor([0.0732, 0.2940, 0.2574, 0.1957, 0.2940])","tensor([1, 4, 2, 3, 0])"
6680,"tensor([0.1781, 0.0832, 0.2892, 0.3303, 0.4348, 0.3635, 0.3690, 0.0838])","tensor([4, 6, 5, 3, 2, 0, 7, 1])"
6681,"tensor([ 0.1829,  0.1710,  0.1558,  0.0692, -0.0258,  0.8634,  0.4453,  0.6910,
        -0.0359])","tensor([5, 7, 6, 0, 1, 2, 3, 4, 8])"
6682,"tensor([0.1169, 0.1112, 0.0597, 0.1415, 0.1697, 0.1149, 0.0441, 0.2014])","tensor([7, 4, 3, 0, 5, 1, 2, 6])"
6683,"tensor([0.5245, 0.6857, 0.5103, 0.4802, 0.8186, 0.5556, 0.1567])","tensor([4, 1, 5, 0, 2, 3, 6])"
6684,"tensor([0.2981, 0.0933, 0.5133, 0.1574, 0.1147, 0.8890])","tensor([5, 2, 0, 3, 4, 1])"
6685,"tensor([0.2414, 0.7773, 0.0092, 0.0423, 0.2540, 0.1239, 0.1318])","tensor([1, 4, 0, 6, 5, 3, 2])"
6686,"tensor([0.4712, 0.0750, 0.2021, 0.1412, 0.3758, 0.3209])","tensor([0, 4, 5, 2, 3, 1])"
6687,"tensor([0.0902, 0.2908, 0.3346, 0.1155, 0.0586, 0.6285, 0.1726, 0.2158, 0.2000])","tensor([5, 2, 1, 7, 8, 6, 3, 0, 4])"
6688,"tensor([0.2430, 0.2444, 0.2768, 0.2358, 0.6420, 0.2024, 0.1925, 0.0611, 0.0692])","tensor([4, 2, 1, 0, 3, 5, 6, 8, 7])"
6689,"tensor([0.6509, 0.5336, 0.0690, 0.3292, 0.2371])","tensor([0, 1, 3, 4, 2])"
6690,"tensor([0.1462, 0.3397, 0.7476, 0.1682, 0.2036, 0.1481, 0.2072])","tensor([2, 1, 6, 4, 3, 5, 0])"
6691,"tensor([0.1097, 0.2003, 0.1097, 0.1097, 0.1097, 0.1097, 0.1097, 0.2932, 0.1097])","tensor([7, 1, 0, 2, 3, 4, 5, 6, 8])"
6692,"tensor([0.1568, 0.2209, 0.2210, 0.2157, 0.5256, 0.8165, 0.4343, 0.3149])","tensor([5, 4, 6, 7, 2, 1, 3, 0])"
6693,"tensor([0.2860, 0.4799, 0.1670, 0.1346, 0.1473, 0.1319])","tensor([1, 0, 2, 4, 3, 5])"
6694,"tensor([0.1575, 0.0690, 0.2655, 0.1036, 0.0851, 0.1742, 0.0501, 0.3017, 0.8128])","tensor([8, 7, 2, 5, 0, 3, 4, 1, 6])"
6695,"tensor([0.0364, 0.2594, 0.0944, 0.2876, 0.3014, 0.7068, 0.2057, 0.2738])","tensor([5, 4, 3, 7, 1, 6, 2, 0])"
6696,"tensor([0.2107, 0.2562, 0.7864, 0.1935, 0.0698, 0.1557])","tensor([2, 1, 0, 3, 5, 4])"
6697,"tensor([0.8705, 0.4665, 0.3481, 0.2030, 0.1986, 0.2082])","tensor([0, 1, 2, 5, 3, 4])"
6698,"tensor([0.2561, 0.2461, 0.2261, 0.4342, 0.3609, 0.1868])","tensor([3, 4, 0, 1, 2, 5])"
6699,"tensor([0.0713, 0.2358, 0.7602, 0.1360, 0.3430])","tensor([2, 4, 1, 3, 0])"
6700,"tensor([0.1913, 0.1304, 0.1677, 0.5185, 0.2427])","tensor([3, 4, 0, 2, 1])"
6701,"tensor([0.1959, 0.1384, 0.6147, 0.2972, 0.2370, 0.0400])","tensor([2, 3, 4, 0, 1, 5])"
6702,"tensor([0.1606, 0.1597, 0.2082, 0.5440, 0.7107, 0.2256, 0.1260])","tensor([4, 3, 5, 2, 0, 1, 6])"
6703,"tensor([0.1731, 0.1896, 0.1731, 0.1731, 0.1731, 0.1731, 0.1731, 0.4300, 0.1731])","tensor([7, 1, 0, 2, 3, 4, 5, 6, 8])"
6704,"tensor([0.0847, 0.2892, 0.2168, 0.6964, 0.1711])","tensor([3, 1, 2, 4, 0])"
6705,"tensor([0.0926, 0.1157, 0.4538, 0.5211, 0.3401, 0.1783, 0.1355, 0.2097, 0.1407])","tensor([3, 2, 4, 7, 5, 8, 6, 1, 0])"
6706,"tensor([0.2271, 0.2631, 0.1339, 0.2072, 0.1593, 0.1892, 0.3385, 0.5358])","tensor([7, 6, 1, 0, 3, 5, 4, 2])"
6707,"tensor([0.8346, 0.0671, 0.1081, 0.1875, 0.1655, 0.1625])","tensor([0, 3, 4, 5, 2, 1])"
6708,"tensor([0.1088, 0.3585, 0.0571, 0.1702, 0.1981, 0.7568, 0.7137, 0.6433, 0.3110])","tensor([5, 6, 7, 1, 8, 4, 3, 0, 2])"
6709,"tensor([0.6159, 0.7796, 0.6234, 0.4367, 0.2363, 0.3344, 0.6079])","tensor([1, 2, 0, 6, 3, 5, 4])"
6710,"tensor([0.2564, 0.2408, 0.2393, 0.3686, 0.2068, 0.6457, 0.8026, 0.7041])","tensor([6, 7, 5, 3, 0, 1, 2, 4])"
6711,"tensor([0.1743, 0.2554, 0.2171, 0.2457, 0.2907, 0.2176, 0.7912])","tensor([6, 4, 1, 3, 5, 2, 0])"
6712,"tensor([0.7600, 0.1658, 0.2799, 0.4213, 0.3345])","tensor([0, 3, 4, 2, 1])"
6713,"tensor([ 0.5803,  0.4453,  0.2157,  0.7282,  0.4084, -0.0517])","tensor([3, 0, 1, 4, 2, 5])"
6714,"tensor([0.2552, 0.1990, 0.1471, 0.1317, 0.1687, 0.1447])","tensor([0, 1, 4, 2, 5, 3])"
6715,"tensor([0.2206, 0.3321, 0.2232, 0.5032, 0.2129, 0.5788, 0.3621, 0.2596, 0.1276])","tensor([5, 3, 6, 1, 7, 2, 0, 4, 8])"
6716,"tensor([0.1129, 0.0775, 0.1251, 0.1060, 0.5477, 0.6781, 0.0706])","tensor([5, 4, 2, 0, 3, 1, 6])"
6717,"tensor([0.1575, 0.0690, 0.2655, 0.1036, 0.0851, 0.1742, 0.0501, 0.3017, 0.8128])","tensor([8, 7, 2, 5, 0, 3, 4, 1, 6])"
6718,"tensor([0.1786, 0.1373, 0.2035, 0.2964, 0.1694, 0.0780, 0.3481, 0.3608, 0.2956])","tensor([7, 6, 3, 8, 2, 0, 4, 1, 5])"
6719,"tensor([0.8736, 0.2337, 0.4423, 0.0448, 0.4195, 0.1326])","tensor([0, 2, 4, 1, 5, 3])"
6720,"tensor([0.2971, 0.2816, 0.6438, 0.7919, 0.3360, 0.3001])","tensor([3, 2, 4, 5, 0, 1])"
6721,"tensor([0.1373, 0.7492, 0.1292, 0.0722, 0.1661])","tensor([1, 4, 0, 2, 3])"
6722,"tensor([0.5011, 0.7582, 0.4995, 0.5912, 0.3726])","tensor([1, 3, 0, 2, 4])"
6723,"tensor([0.0857, 0.6771, 0.1592, 0.2865, 0.2007, 0.5590, 0.2405])","tensor([1, 5, 3, 6, 4, 2, 0])"
6724,"tensor([0.3589, 0.1679, 0.1181, 0.1198, 0.0802])","tensor([0, 1, 3, 2, 4])"
6725,"tensor([0.6242, 0.1152, 0.1106, 0.0344, 0.0714, 0.0778, 0.1003, 0.1187, 0.1701])","tensor([0, 8, 7, 1, 2, 6, 5, 4, 3])"
6726,"tensor([0.2792, 0.3347, 0.2010, 0.2131, 0.2084, 0.2062, 0.4998])","tensor([6, 1, 0, 3, 4, 5, 2])"
6727,"tensor([0.0466, 0.1649, 0.2029, 0.1190, 0.1080])","tensor([2, 1, 3, 4, 0])"
6728,"tensor([0.3469, 0.3545, 0.7474, 0.2655, 0.3209])","tensor([2, 1, 0, 4, 3])"
6729,"tensor([0.4285, 0.1963, 0.4881, 0.4788, 0.3091, 0.5299, 0.1931, 0.3740, 0.3362])","tensor([5, 2, 3, 0, 7, 8, 4, 1, 6])"
6730,"tensor([ 0.2227,  0.1289,  0.2545,  0.5112,  0.5700,  0.4221, -0.0227,  0.3525,
         0.0538])","tensor([4, 3, 5, 7, 2, 0, 1, 8, 6])"
6731,"tensor([0.2407, 0.9353, 0.2135, 0.1099, 0.0886])","tensor([1, 0, 2, 3, 4])"
6732,"tensor([ 0.4520,  0.1108,  0.1112,  0.0752,  0.1591, -0.0179,  0.6055])","tensor([6, 0, 4, 2, 1, 3, 5])"
6733,"tensor([0.4013, 0.1469, 0.3628, 0.3843, 0.3757, 0.8759])","tensor([5, 0, 3, 4, 2, 1])"
6734,"tensor([0.1260, 0.3501, 0.2111, 0.2336, 0.7257, 0.6643])","tensor([4, 5, 1, 3, 2, 0])"
6735,"tensor([0.8337, 0.0888, 0.2058, 0.1738, 0.0121])","tensor([0, 2, 3, 1, 4])"
6736,"tensor([0.3735, 0.1402, 0.1790, 0.0139, 0.1282])","tensor([0, 2, 1, 4, 3])"
6737,"tensor([0.0796, 0.0982, 0.0748, 0.2620, 0.6367, 0.0700, 0.0258])","tensor([4, 3, 1, 0, 2, 5, 6])"
6738,"tensor([0.7326, 0.6072, 0.8757, 0.2676, 0.1677, 0.2958, 0.3902])","tensor([2, 0, 1, 6, 5, 3, 4])"
6739,"tensor([ 0.3530,  0.5788,  0.2706,  0.3702,  0.2436,  0.3282, -0.0373,  0.4781])","tensor([1, 7, 3, 0, 5, 2, 4, 6])"
6740,"tensor([0.3970, 0.3669, 0.5230, 0.3671, 0.4593, 0.8525, 0.7752, 0.0856])","tensor([5, 6, 2, 4, 0, 3, 1, 7])"
6741,"tensor([0.2287, 0.3218, 0.1832, 0.3209, 0.2105])","tensor([1, 3, 0, 4, 2])"
6742,"tensor([0.1688, 0.2028, 0.2481, 0.1989, 0.2688, 0.2308, 0.2302, 0.8413, 0.3614])","tensor([7, 8, 4, 2, 5, 6, 1, 3, 0])"
6743,"tensor([0.3177, 0.2771, 0.7497, 0.6620, 0.6859, 0.7065, 0.7341])","tensor([2, 6, 5, 4, 3, 0, 1])"
6744,"tensor([ 0.0427,  0.1045,  0.0201,  0.1413,  0.6414,  0.0665, -0.0461,  0.0279,
         0.1349])","tensor([4, 3, 8, 1, 5, 0, 7, 2, 6])"
6745,"tensor([0.0287, 0.0923, 0.1154, 0.5099, 0.1629, 0.0313, 0.1650])","tensor([3, 6, 4, 2, 1, 5, 0])"
6746,"tensor([0.2590, 0.1539, 0.0284, 0.1563, 0.1793, 0.0919])","tensor([0, 4, 3, 1, 5, 2])"
6747,"tensor([0.1549, 0.0075, 0.1775, 0.7581, 0.5632, 0.0472, 0.2260, 0.2874, 0.5945])","tensor([3, 8, 4, 7, 6, 2, 0, 5, 1])"
6748,"tensor([0.1208, 0.2406, 0.4038, 0.3170, 0.3501, 0.2545, 0.5316])","tensor([6, 2, 4, 3, 5, 1, 0])"
6749,"tensor([0.6819, 0.7853, 0.8233, 0.7147, 0.6983])","tensor([2, 1, 3, 4, 0])"
6750,"tensor([0.2534, 0.4035, 0.2915, 0.2382, 0.3997])","tensor([1, 4, 2, 0, 3])"
6751,"tensor([0.1363, 0.1069, 0.2639, 0.1262, 0.8147, 0.6592])","tensor([4, 5, 2, 0, 3, 1])"
6752,"tensor([0.1099, 0.1288, 0.1067, 0.1165, 0.2093, 0.0962])","tensor([4, 1, 3, 0, 2, 5])"
6753,"tensor([0.4201, 0.6226, 0.1962, 0.4162, 0.3873])","tensor([1, 0, 3, 4, 2])"
6754,"tensor([ 0.4478,  0.1724,  0.1321, -0.0528,  0.3541,  0.0626,  0.2216])","tensor([0, 4, 6, 1, 2, 5, 3])"
6755,"tensor([0.3809, 0.1930, 0.7939, 0.5859, 0.2629, 0.2231])","tensor([2, 3, 0, 4, 5, 1])"
6756,"tensor([0.6055, 0.5236, 0.0923, 0.1692, 0.1277, 0.1955, 0.1632, 0.0572])","tensor([0, 1, 5, 3, 6, 4, 2, 7])"
6757,"tensor([0.7428, 0.2236, 0.2911, 0.2164, 0.2539, 0.1865, 0.2655])","tensor([0, 2, 6, 4, 1, 3, 5])"
6758,"tensor([0.4113, 0.7894, 0.7937, 0.5918, 0.2820])","tensor([2, 1, 3, 0, 4])"
6759,"tensor([0.2250, 0.1825, 0.1742, 0.2219, 0.4305])","tensor([4, 0, 3, 1, 2])"
6760,"tensor([0.1774, 0.4981, 0.0666, 0.2225, 0.8451])","tensor([4, 1, 3, 0, 2])"
6761,"tensor([0.0933, 0.3038, 0.2388, 0.2765, 0.2746, 0.3158, 0.2056, 0.5999, 0.2090])","tensor([7, 5, 1, 3, 4, 2, 8, 6, 0])"
6762,"tensor([0.2694, 0.9320, 0.1019, 0.0854, 0.3221])","tensor([1, 4, 0, 2, 3])"
6763,"tensor([0.1499, 0.7311, 0.0520, 0.1499, 0.1723])","tensor([1, 4, 0, 3, 2])"
6764,"tensor([0.2364, 0.3895, 0.3749, 0.1363, 0.1043, 0.3246])","tensor([1, 2, 5, 0, 3, 4])"
6765,"tensor([0.3632, 0.2778, 0.3550, 0.5390, 0.1316])","tensor([3, 0, 2, 1, 4])"
6766,"tensor([0.4035, 0.0828, 0.1452, 0.2067, 0.1811])","tensor([0, 3, 4, 2, 1])"
6767,"tensor([0.1393, 0.2181, 0.2448, 0.5511, 0.5151, 0.5260, 0.4756, 0.7412, 0.6150])","tensor([7, 8, 3, 5, 4, 6, 2, 1, 0])"
6768,"tensor([0.1698, 0.2118, 0.3672, 0.6015, 0.4749])","tensor([3, 4, 2, 1, 0])"
6769,"tensor([0.2549, 0.4663, 0.7666, 0.4349, 0.2512])","tensor([2, 1, 3, 0, 4])"
6770,"tensor([0.2631, 0.0959, 0.7577, 0.5667, 0.2190])","tensor([2, 3, 0, 4, 1])"
6771,"tensor([0.0793, 0.4210, 0.6167, 0.0759, 0.2015, 0.2003, 0.4393, 0.0721, 0.1345])","tensor([2, 6, 1, 4, 5, 8, 0, 3, 7])"
6772,"tensor([0.1444, 0.3248, 0.1364, 0.1364, 0.2798, 0.1364, 0.1364])","tensor([1, 4, 0, 2, 3, 5, 6])"
6773,"tensor([0.1183, 0.1253, 0.0275, 0.0994, 0.8909, 0.0309])","tensor([4, 1, 0, 3, 5, 2])"
6774,"tensor([0.0159, 0.1296, 0.1721, 0.2544, 0.0535, 0.0826])","tensor([3, 2, 1, 5, 4, 0])"
6775,"tensor([0.1751, 0.2121, 0.7241, 0.1016, 0.5578, 0.5594])","tensor([2, 5, 4, 1, 0, 3])"
6776,"tensor([0.4933, 0.7130, 0.5819, 0.8341, 0.3230])","tensor([3, 1, 2, 0, 4])"
6777,"tensor([0.0651, 0.7903, 0.2240, 0.1534, 0.9498, 0.6252])","tensor([4, 1, 5, 2, 3, 0])"
6778,"tensor([0.1750, 0.5256, 0.4662, 0.2066, 0.1731, 0.2635, 0.6815, 0.2213, 0.1632])","tensor([6, 1, 2, 5, 7, 3, 0, 4, 8])"
6779,"tensor([0.0269, 0.1310, 0.1492, 0.0820, 0.0228, 0.1031, 0.1521])","tensor([6, 2, 1, 5, 3, 0, 4])"
6780,"tensor([0.1916, 0.1320, 0.2049, 0.1889, 0.2720, 0.2023])","tensor([4, 2, 5, 0, 3, 1])"
6781,"tensor([-0.0057,  0.0266,  0.2083,  0.1747,  0.0947,  0.7571])","tensor([5, 2, 3, 4, 1, 0])"
6782,"tensor([0.0805, 0.2943, 0.3042, 0.1515, 0.3620, 0.1595, 0.3902])","tensor([6, 4, 2, 1, 5, 3, 0])"
6783,"tensor([0.2958, 0.3046, 0.3625, 0.2935, 0.3998, 0.7658])","tensor([5, 4, 2, 1, 0, 3])"
6784,"tensor([0.4253, 0.3406, 0.2309, 0.1234, 0.1811, 0.1592, 0.2038, 0.0861])","tensor([0, 1, 2, 6, 4, 5, 3, 7])"
6785,"tensor([0.2476, 0.1110, 0.0686, 0.1318, 0.1150, 0.1596, 0.1403, 0.6284])","tensor([7, 0, 5, 6, 3, 4, 1, 2])"
6786,"tensor([0.7541, 0.7639, 0.6981, 0.6913, 0.6861, 0.6689, 1.0000, 0.2446, 0.1293])","tensor([6, 1, 0, 2, 3, 4, 5, 7, 8])"
6787,"tensor([ 0.1837, -0.0207,  0.4521,  0.1268,  0.0624,  0.0737,  0.2097,  0.3158,
         0.1763])","tensor([2, 7, 6, 0, 8, 3, 5, 4, 1])"
6788,"tensor([0.0496, 0.2300, 0.0968, 0.0197, 0.0776, 0.7173])","tensor([5, 1, 2, 4, 0, 3])"
6789,"tensor([0.1798, 0.2831, 0.2594, 0.7355, 0.1386, 0.2037, 0.0974])","tensor([3, 1, 2, 5, 0, 4, 6])"
6790,"tensor([0.9090, 0.3015, 0.2539, 0.1811, 0.2846, 0.3743, 0.4256])","tensor([0, 6, 5, 1, 4, 2, 3])"
6791,"tensor([0.3529, 0.3781, 0.1650, 0.5976, 0.2749])","tensor([3, 1, 0, 4, 2])"
6792,"tensor([0.1995, 0.4384, 0.3766, 0.2833, 0.6352])","tensor([4, 1, 2, 3, 0])"
6793,"tensor([0.8713, 0.1714, 0.2558, 0.2773, 0.2011, 0.2544])","tensor([0, 3, 2, 5, 4, 1])"
6794,"tensor([0.2545, 0.3102, 0.2573, 0.2899, 0.2344, 0.2115, 0.7263, 0.6035])","tensor([6, 7, 1, 3, 2, 0, 4, 5])"
6795,"tensor([0.2199, 0.2680, 0.5591, 0.5926, 0.1311, 0.2284, 0.3927, 0.3277, 0.6377])","tensor([8, 3, 2, 6, 7, 1, 5, 0, 4])"
6796,"tensor([0.1990, 0.5016, 0.1396, 0.2145, 0.1350])","tensor([1, 3, 0, 2, 4])"
6797,"tensor([0.1191, 0.0986, 0.3477, 0.7015, 0.7338])","tensor([4, 3, 2, 0, 1])"
6798,"tensor([0.1377, 0.4137, 0.3213, 0.6117, 0.1600])","tensor([3, 1, 2, 4, 0])"
6799,"tensor([0.2927, 0.7351, 0.6180, 0.1339, 0.0330])","tensor([1, 2, 0, 3, 4])"
6800,"tensor([0.2103, 0.4618, 0.2352, 0.5178, 0.6992])","tensor([4, 3, 1, 2, 0])"
6801,"tensor([0.1733, 0.0982, 0.1092, 0.2521, 0.1526, 0.8113, 0.0584, 0.0865])","tensor([5, 3, 0, 4, 2, 1, 7, 6])"
6802,"tensor([0.2376, 0.1146, 0.0893, 0.8026, 0.3378, 0.3140])","tensor([3, 4, 5, 0, 1, 2])"
6803,"tensor([0.1919, 0.4678, 0.0470, 0.0470, 0.0470, 0.2129, 0.3472])","tensor([1, 6, 5, 0, 2, 3, 4])"
6804,"tensor([0.3663, 0.3384, 0.3320, 0.2137, 0.8234, 0.3275, 0.0589, 0.0294, 0.1888])","tensor([4, 0, 1, 2, 5, 3, 8, 6, 7])"
6805,"tensor([ 0.4116,  0.6164,  0.0818,  0.0121, -0.0682])","tensor([1, 0, 2, 3, 4])"
6806,"tensor([0.4876, 0.2726, 0.3243, 0.6424, 0.4024])","tensor([3, 0, 4, 2, 1])"
6807,"tensor([0.0399, 0.1679, 0.2025, 0.3332, 0.0910, 0.2768])","tensor([3, 5, 2, 1, 4, 0])"
6808,"tensor([ 0.0408,  0.2656,  0.5235,  0.0936, -0.0188,  0.0376,  0.0700,  0.0702,
         0.0033])","tensor([2, 1, 3, 7, 6, 0, 5, 8, 4])"
6809,"tensor([0.6120, 0.7601, 0.7424, 0.2663, 0.3128, 0.3479, 0.3118, 0.3320, 0.4092])","tensor([1, 2, 0, 8, 5, 7, 4, 6, 3])"
6810,"tensor([ 0.2237,  0.1432,  0.1068,  0.1716,  0.1975, -0.0812,  0.1176,  0.0914,
         0.1492])","tensor([0, 4, 3, 8, 1, 6, 2, 7, 5])"
6811,"tensor([0.1169, 0.5917, 0.0722, 0.1266, 0.1321, 0.1864, 0.1974, 0.1242])","tensor([1, 6, 5, 4, 3, 7, 0, 2])"
6812,"tensor([0.1320, 0.1492, 0.0671, 0.1191, 0.3383])","tensor([4, 1, 0, 3, 2])"
6813,"tensor([0.1647, 0.2073, 0.8327, 0.3599, 0.1767, 0.1572, 0.2010, 0.1002])","tensor([2, 3, 1, 6, 4, 0, 5, 7])"
6814,"tensor([0.9238, 0.2457, 0.1607, 0.0986, 0.1004, 0.0796, 0.2513])","tensor([0, 6, 1, 2, 4, 3, 5])"
6815,"tensor([0.1774, 0.1533, 0.3073, 0.0668, 0.1575])","tensor([2, 0, 4, 1, 3])"
6816,"tensor([0.2227, 0.5341, 0.2215, 0.3214, 0.3356])","tensor([1, 4, 3, 0, 2])"
6817,"tensor([0.2944, 0.2523, 0.0881, 0.6029, 0.2563, 0.1879, 0.2399, 0.3631, 0.2632])","tensor([3, 7, 0, 8, 4, 1, 6, 5, 2])"
6818,"tensor([0.4339, 0.1180, 0.9175, 0.3712, 0.1939])","tensor([2, 0, 3, 4, 1])"
6819,"tensor([0.2455, 0.0606, 0.2086, 0.2683, 0.5093, 0.6331, 0.0872])","tensor([5, 4, 3, 0, 2, 6, 1])"
6820,"tensor([0.1834, 0.0635, 0.6475, 0.9333, 0.1773, 0.1076])","tensor([3, 2, 0, 4, 5, 1])"
6821,"tensor([0.1259, 0.1795, 0.4073, 0.1447, 0.2255, 0.8480])","tensor([5, 2, 4, 1, 3, 0])"
6822,"tensor([0.4721, 0.4100, 0.3849, 0.5168, 0.6508])","tensor([4, 3, 0, 1, 2])"
6823,"tensor([0.1566, 0.0816, 0.4445, 0.6726, 0.3883])","tensor([3, 2, 4, 0, 1])"
6824,"tensor([0.5682, 0.5880, 0.2875, 0.2779, 0.2404, 0.2228, 0.2069])","tensor([1, 0, 2, 3, 4, 5, 6])"
6825,"tensor([0.5855, 0.4748, 0.5910, 0.6455, 0.7958, 0.5756, 0.6407, 0.2972])","tensor([4, 3, 6, 2, 0, 5, 1, 7])"
6826,"tensor([0.4813, 0.3118, 0.4205, 0.6312, 0.4767])","tensor([3, 0, 4, 2, 1])"
6827,"tensor([0.7761, 0.4245, 0.3447, 0.2831, 0.2891])","tensor([0, 1, 2, 4, 3])"
6828,"tensor([0.3759, 0.2286, 0.8189, 0.4991, 0.4025, 0.2310, 0.5089])","tensor([2, 6, 3, 4, 0, 5, 1])"
6829,"tensor([0.2501, 0.2707, 0.1808, 0.1454, 0.6478, 0.2001, 0.1948])","tensor([4, 1, 0, 5, 6, 2, 3])"
6830,"tensor([0.0930, 0.5478, 0.4547, 0.1278, 0.3105, 0.2889, 0.3233])","tensor([1, 2, 6, 4, 5, 3, 0])"
